機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,971.9,98.670%, 
核二#2,985.0,974.6,98.944%, 
核三#1,951.0,944.9,99.359%, 
核三#2,951.0,943.8,99.243%, 
小計,3872.0(8.513%),3835.2(11.850%),,
燃煤(Coal)
林口#1,800.0,753.6,94.200%, 
林口#2,800.0,759.9,94.988%, 
林口#3(註10),-,757.3,94.662%,新機組試俥
台中#1,550.0,517.1,94.018%, 
台中#2,550.0,516.6,93.927%, 
台中#3,550.0,521.0,94.727%, 
台中#4,550.0,0.0,0.000%,歲修
台中#5,550.0,521.0,94.727%, 
台中#6,550.0,499.2,90.764%, 
台中#7,550.0,462.2,84.036%,運轉限制
台中#8,550.0,531.7,96.673%, 
台中#9,550.0,491.3,89.327%,運轉限制
台中#10,550.0,513.1,93.291%, 
興達#1,500.0,479.0,95.800%, 
興達#2,500.0,467.6,93.520%, 
興達#3,550.0,512.9,93.255%, 
興達#4,550.0,514.8,93.600%,運轉限制
大林#1,800.0,759.4,94.925%, 
大林#2(註10),-,763.4,95.425%,新機組試俥
小計,10000.0(21.986%),10341.1(31.953%),,
汽電共生(Co-Gen)
汽電共生,623.2,1099.2,-, 
小計,623.2(1.370%),1099.2(3.396%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,601.6,92.761%, 
和平#2,648.6,603.1,92.992%, 
麥寮#1,600.0,566.0,94.333%, 
麥寮#2,600.0,567.7,94.617%, 
麥寮#3,600.0,573.2,95.533%, 
小計,3097.1(6.809%),2911.6(8.997%),,
燃氣(LNG)
大潭CC#1,742.7,650.4,87.572%, 
大潭CC#2,742.7,656.5,88.394%, 
大潭CC#3,724.7,661.2,91.238%, 
大潭CC#4,724.7,669.5,92.383%, 
大潭CC#5,724.7,613.7,84.683%, 
大潭CC#6,724.7,615.8,84.973%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,733.5,82.176%, 
通霄CC#3(註10),-,863.7,96.762%,新機組試俥
通霄CC#4,386.0,313.0,81.088%,電源線限制
通霄CC#5,386.0,228.8,59.275%,電源線限制
通霄CC#6,321.2,100.9,31.413%,部分檢修
興達CC#1,445.2,326.2,73.272%, 
興達CC#2,445.2,403.8,90.703%, 
興達CC#3,445.2,327.4,73.542%, 
興達CC#4,445.2,217.0,48.743%,部分檢修
興達CC#5,445.2,323.9,72.755%, 
南部CC#1,288.8,245.4,84.972%, 
南部CC#2,288.8,233.6,80.886%, 
南部CC#3,288.8,234.3,81.129%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,139.6,27.920%,運轉限制
大林#6,550.0,162.4,29.527%, 
小計,12256.4(26.946%),8720.6(26.946%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,447.3,99.400%, 
海湖#2,450.0,0.0,0.000%,合約限制
新桃#1,600.0,602.3,100.383%, 
國光#1,480.0,0.0,0.000%,合約限制
星彰#1,490.0,0.0,0.000%,合約限制
星元#1,490.0,522.9,106.714%, 
嘉惠#1,670.0,663.6,99.045%, 
豐德#1,490.0,0.0,0.000%,合約限制
豐德#2,490.0,444.9,90.796%, 
小計,4610.0(10.135%),2681.0(8.284%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,134.8,26.960%,環保限制
協和#4,500.0,228.4,45.680%,環保限制
小計,2000.0(4.397%),363.2(1.122%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,73.8,56.857%, 
金門塔山(註4),91.0,49.8,54.725%, 
馬祖珠山(註4),28.6,10.4,36.313%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.258%),134.0(0.414%),,
水力(Hydro)
德基#1,78.0,43.2,55.385%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,40.8,52.308%, 
青山#1,92.0,25.8,28.043%, 
青山#2,92.0,25.8,28.043%, 
青山#3,92.0,25.6,27.826%, 
青山#4,92.0,25.5,27.717%, 
谷關#1,54.4,53.4,98.072%, 
谷關#2,54.4,52.1,95.684%, 
谷關#3,54.4,51.4,94.399%, 
谷關#4,54.4,53.0,97.337%, 
天輪#1,22.5,23.0,102.222%, 
天輪#2,22.5,23.1,102.667%, 
天輪#3,22.5,22.4,99.556%, 
天輪#4,22.5,22.7,100.889%, 
天輪#5,105.0,106.3,101.238%, 
馬鞍#1,66.7,65.3,97.842%, 
馬鞍#2,66.7,65.6,98.292%, 
卓蘭#1,40.0,40.3,100.750%, 
卓蘭#2,40.0,40.0,100.000%, 
萬大#1,10.4,9.0,86.957%, 
萬大#2,10.4,9.0,86.957%, 
萬大#3,15.3,2.1,13.725%, 
萬大#4,19.7,20.2,102.538%, 
松林#1&amp;2,20.9,20.3,97.129%, 
大觀一#1,22.0,15.1,68.636%, 
大觀一#2,22.0,15.1,68.636%, 
大觀一#3,22.0,15.0,68.182%, 
大觀一#4,22.0,14.3,65.000%, 
大觀一#5,22.0,14.1,64.091%, 
鉅工#1,21.8,17.9,82.299%, 
鉅工#2,21.8,17.4,80.000%, 
水里#1,12.8,12.0,94.118%, 
立霧#1&amp;#2,32.0,15.8,49.375%, 
龍澗#1,48.6,47.2,97.119%, 
龍澗#2,48.6,0.0,0.000%, 
碧海,61.2,47.9,78.268%, 
烏來&amp;桂山&amp;粗坑,40.5,34.8,85.926%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,40.0,73.260%, 
翡翠#1,70.0,71.0,101.429%, 
石門#1,45.0,0.0,0.000%, 
石門#2,45.0,45.1,100.222%, 
曾文#1,50.0,49.7,99.400%, 
義興#1,40.0,38.5,96.250%, 
名間,16.7,14.1,84.431%, 
嘉南西口、烏山頭和八田,22.5,4.1,18.250%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,0.0,0.000%, 
小計,2091.5(4.598%),1406.0(4.344%),,
風力(Wind)
石門,4.0,0.0,0.000%, 
林口,6.0,0.5,8.333%, 
