機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,970.6,98.538%, 
核二#2,985.0,973.2,98.802%, 
核三#1,951.0,938.1,98.644%, 
核三#2,951.0,938.1,98.644%, 
小計,3872.0(8.540%),3820.0(11.278%),,
燃煤(Coal)
林口#1,800.0,752.5,94.062%, 
林口#2,800.0,760.4,95.050%, 
林口#3(註10),-,756.9,94.613%,新機組試俥
台中#1,550.0,519.7,94.491%, 
台中#2,550.0,525.2,95.491%, 
台中#3,550.0,472.8,85.964%,運轉限制
台中#4,550.0,0.0,0.000%,歲修
台中#5,550.0,520.3,94.600%, 
台中#6,550.0,511.8,93.055%, 
台中#7,550.0,493.2,89.673%,運轉限制
台中#8,550.0,530.7,96.491%, 
台中#9,550.0,498.8,90.691%,運轉限制
台中#10,550.0,522.2,94.945%, 
興達#1,500.0,477.1,95.420%, 
興達#2,500.0,474.6,94.920%, 
興達#3,550.0,522.9,95.073%, 
興達#4,550.0,523.2,95.127%, 
大林#1,800.0,755.5,94.438%, 
大林#2(註10),-,763.4,95.425%,新機組試俥
小計,10000.0(22.056%),10381.2(30.650%),,
汽電共生(Co-Gen)
汽電共生,623.2,1352.1,-, 
小計,623.2(1.374%),1352.1(3.992%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,609.8,94.025%, 
和平#2,648.6,604.3,93.177%, 
麥寮#1,600.0,571.3,95.217%, 
麥寮#2,600.0,568.3,94.717%, 
麥寮#3,600.0,571.8,95.300%, 
小計,3097.1(6.831%),2925.5(8.637%),,
燃氣(LNG)
大潭CC#1,742.7,720.4,96.997%, 
大潭CC#2,742.7,708.4,95.382%, 
大潭CC#3,724.7,659.5,91.003%, 
大潭CC#4,724.7,666.4,91.955%, 
大潭CC#5,724.7,627.3,86.560%, 
大潭CC#6,724.7,667.0,92.038%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,861.5,96.516%, 
通霄CC#3(註10),-,409.2,45.844%,新機組試俥
通霄CC#4,386.0,196.8,50.984%,部分檢修
通霄CC#5,386.0,382.8,99.171%, 
通霄CC#6,321.2,98.0,30.511%,部分檢修
興達CC#1,445.2,326.0,73.227%, 
興達CC#2,445.2,403.5,90.635%, 
興達CC#3,445.2,224.8,50.495%, 
興達CC#4,445.2,327.9,73.654%, 
興達CC#5,445.2,324.0,72.778%, 
南部CC#1,288.8,233.9,80.990%, 
南部CC#2,288.8,231.9,80.298%, 
南部CC#3,288.8,233.4,80.817%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,139.6,27.920%,運轉限制
大林#6,550.0,531.4,96.618%, 
小計,12256.4(27.032%),8973.7(26.494%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,395.4,87.867%, 
海湖#2,450.0,449.2,99.822%, 
新桃#1,600.0,601.8,100.300%, 
國光#1,480.0,449.7,93.688%, 
星彰#1,490.0,219.6,44.816%,合約限制
星元#1,490.0,509.9,104.061%, 
嘉惠#1,670.0,662.9,98.940%, 
豐德#1,490.0,11.5,2.347%,合約限制
豐德#2,490.0,445.0,90.816%, 
小計,4610.0(10.168%),3745.0(11.057%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,136.7,27.340%,環保限制
協和#4,500.0,129.5,25.900%,環保限制
小計,2000.0(4.411%),266.2(0.786%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,65.4,50.385%, 
金門塔山(註4),91.0,45.7,50.220%, 
馬祖珠山(註4),28.6,9.8,34.218%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),120.9(0.357%),,
水力(Hydro)
德基#1,78.0,29.2,37.436%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,0.0,0.000%, 
青山#1,92.0,16.1,17.500%, 
青山#2,92.0,17.1,18.587%, 
青山#3,92.0,15.6,16.957%, 
青山#4,92.0,0.0,0.000%, 
谷關#1,54.4,0.0,0.000%, 
谷關#2,54.4,0.0,0.000%, 
谷關#3,54.4,0.0,0.000%, 
谷關#4,54.4,46.7,85.767%, 
天輪#1,22.5,0.0,0.000%, 
天輪#2,22.5,0.0,0.000%, 
天輪#3,22.5,5.0,22.222%, 
天輪#4,22.5,0.0,0.000%, 
天輪#5,105.0,41.6,39.619%, 
馬鞍#1,66.7,41.7,62.481%, 
馬鞍#2,66.7,0.0,0.000%, 
卓蘭#1,40.0,18.4,46.000%, 
卓蘭#2,40.0,0.0,0.000%, 
萬大#1,10.4,9.0,86.957%, 
萬大#2,10.4,9.1,87.923%, 
萬大#3,15.3,8.1,52.941%, 
萬大#4,19.7,0.0,0.000%, 
松林#1&amp;2,20.9,9.4,44.976%, 
大觀一#1,22.0,7.2,32.727%, 
大觀一#2,22.0,6.4,29.091%, 
大觀一#3,22.0,5.4,24.545%, 
大觀一#4,22.0,6.0,27.273%, 
大觀一#5,22.0,6.8,30.909%, 
鉅工#1,21.8,8.1,37.241%, 
鉅工#2,21.8,7.9,36.322%, 
水里#1,12.8,1.6,12.549%, 
立霧#1&amp;#2,32.0,11.0,34.375%, 
龍澗#1,48.6,0.0,0.000%, 
龍澗#2,48.6,0.0,0.000%, 
碧海,61.2,0.0,0.000%,檢修
烏來&amp;桂山&amp;粗坑,40.5,12.5,30.864%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,27.0,49.451%, 
翡翠#1,70.0,0.0,0.000%, 
石門#1,45.0,25.7,57.111%, 
石門#2,45.0,30.5,67.778%, 
曾文#1,50.0,0.0,0.000%, 
義興#1,40.0,0.0,0.000%, 
名間,16.7,5.8,34.731%, 
嘉南西口、烏山頭和八田,22.5,7.1,31.603%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,0.0,0.000%, 
小計,2091.5(4.613%),462.0(1.364%),,
風力(Wind)
石門,4.0,0.4,10.101%, 
林口,6.0,0.0,0.400%,通訊中斷
蘆竹,7.2,2.2,30.556%, 
