機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,967.9,98.264%, 
核二#2,985.0,970.6,98.538%, 
核三#1,951.0,941.5,99.001%, 
核三#2,951.0,944.9,99.359%, 
小計,3872.0(8.540%),3824.9(13.000%),,
燃煤(Coal)
林口#1,800.0,752.8,94.100%, 
林口#2,800.0,758.5,94.812%, 
林口#3(註10),-,762.0,95.250%,新機組試俥
台中#1,550.0,0.0,0.000%,檢修
台中#2,550.0,522.2,94.945%, 
台中#3,550.0,504.9,91.800%,運轉限制
台中#4,550.0,0.0,0.000%,檢修
台中#5,550.0,518.3,94.236%, 
台中#6,550.0,513.0,93.273%, 
台中#7,550.0,500.0,90.909%,運轉限制
台中#8,550.0,531.8,96.691%, 
台中#9,550.0,498.0,90.545%,運轉限制
台中#10,550.0,491.4,89.345%,運轉限制
興達#1,500.0,475.9,95.180%, 
興達#2,500.0,262.5,52.500%,運轉限制
興達#3,550.0,342.0,62.182%,運轉限制
興達#4,550.0,518.6,94.291%, 
大林#1,800.0,759.4,94.925%, 
大林#2(註10),-,765.8,95.725%,新機組試俥
小計,10000.0(22.056%),9477.1(32.211%),,
汽電共生(Co-Gen)
汽電共生,623.2,523.4,-, 
小計,623.2(1.374%),523.4(1.779%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,603.2,93.007%, 
和平#2,648.6,603.1,92.992%, 
麥寮#1,600.0,567.0,94.500%, 
麥寮#2,600.0,567.9,94.650%, 
麥寮#3,600.0,571.5,95.250%, 
小計,3097.1(6.831%),2912.7(9.900%),,
燃氣(LNG)
大潭CC#1,742.7,423.0,56.954%,部分檢修
大潭CC#2,742.7,687.5,92.568%, 
大潭CC#3,724.7,374.3,51.649%,部分檢修
大潭CC#4,724.7,646.6,89.223%, 
大潭CC#5,724.7,352.4,48.627%, 
大潭CC#6,724.7,358.9,49.524%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,705.6,79.050%, 
通霄CC#2,892.6,386.3,43.278%,電源線限制
通霄CC#3(註10),-,706.7,79.173%,新機組試俥
通霄CC#4,386.0,0.0,0.000%,歲修
通霄CC#5,386.0,222.8,57.720%,電源線限制
通霄CC#6,321.2,116.7,36.333%,部分檢修
興達CC#1,445.2,328.2,73.721%, 
興達CC#2,445.2,399.7,89.782%, 
興達CC#3,445.2,328.6,73.811%, 
興達CC#4,445.2,378.9,85.110%, 
興達CC#5,445.2,345.5,77.607%, 
南部CC#1,288.8,262.1,90.755%, 
南部CC#2,288.8,231.3,80.090%, 
南部CC#3,288.8,232.2,80.402%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,140.9,28.180%,運轉限制
大林#6,550.0,165.5,30.091%, 
小計,12256.4(27.032%),7793.7(26.490%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,411.6,91.467%, 
海湖#2,450.0,0.0,0.000%,檢修
新桃#1,600.0,598.0,99.667%, 
國光#1,480.0,0.0,0.000%,檢修
星彰#1,490.0,450.5,91.939%, 
星元#1,490.0,0.0,0.000%,合約限制
嘉惠#1,670.0,662.3,98.851%, 
豐德#1,490.0,464.1,94.714%, 
豐德#2,490.0,0.0,0.000%,檢修
小計,4610.0(10.168%),2586.5(8.791%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,133.5,26.700%,環保限制
協和#4,500.0,127.6,25.520%,環保限制
小計,2000.0(4.411%),261.1(0.887%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,58.1,44.761%, 
金門塔山(註4),91.0,46.0,50.549%, 
馬祖珠山(註4),28.6,9.3,32.472%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),113.4(0.385%),,
水力(Hydro)
德基#1,78.0,0.0,0.000%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,38.7,49.615%, 
青山#1,92.0,20.4,22.174%, 
青山#2,92.0,20.8,22.609%, 
青山#3,92.0,20.1,21.848%, 
青山#4,92.0,0.0,0.000%, 
谷關#1,54.4,0.0,0.000%, 
谷關#2,54.4,26.3,48.301%, 
谷關#3,54.4,0.0,0.000%, 
谷關#4,54.4,26.3,48.301%, 
天輪#1,22.5,5.1,22.777%, 
天輪#2,22.5,20.4,90.667%, 
天輪#3,22.5,20.3,90.222%, 
天輪#4,22.5,20.5,91.111%, 
天輪#5,105.0,0.0,0.000%, 
馬鞍#1,66.7,61.2,91.699%, 
馬鞍#2,66.7,0.0,0.000%, 
卓蘭#1,40.0,24.1,60.250%, 
卓蘭#2,40.0,22.3,55.750%, 
萬大#1,10.4,0.0,0.000%, 
萬大#2,10.4,0.0,0.000%, 
萬大#3,15.3,6.3,41.176%, 
萬大#4,19.7,20.0,101.523%, 
松林#1&amp;2,20.9,7.8,37.321%, 
大觀一#1,22.0,15.0,68.182%, 
大觀一#2,22.0,15.6,70.909%, 
大觀一#3,22.0,14.7,66.818%, 
大觀一#4,22.0,15.1,68.636%, 
大觀一#5,22.0,0.0,0.000%,檢修
鉅工#1,21.8,8.7,40.000%, 
鉅工#2,21.8,8.7,40.000%, 
水里#1,12.8,7.9,61.961%, 
立霧#1&amp;#2,32.0,14.9,46.562%, 
龍澗#1,48.6,0.0,0.000%, 
龍澗#2,48.6,6.0,12.346%, 
碧海,61.2,28.3,46.242%, 
烏來&amp;桂山&amp;粗坑,40.5,20.5,50.617%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,30.0,54.945%, 
翡翠#1,70.0,71.5,102.143%, 
石門#1,45.0,20.8,46.222%, 
石門#2,45.0,0.0,0.000%, 
曾文#1,50.0,50.3,100.600%, 
義興#1,40.0,35.2,88.000%, 
名間,16.7,12.8,76.647%, 
嘉南西口、烏山頭和八田,22.5,5.3,23.591%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,1.3,65.657%, 
小計,2091.5(4.613%),767.2(2.608%),,
風力(Wind)
石門,4.0,0.0,0.000%, 
林口,6.0,0.0,0.000%, 
