機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,813.7,82.609%, 
核二#2,985.0,864.7,87.787%, 
核三#1,951.0,939.2,98.759%, 
核三#2,951.0,938.1,98.644%, 
小計,3872.0(8.540%),3555.7(10.763%),,
燃煤(Coal)
林口#1,800.0,754.9,94.363%, 
林口#2,800.0,761.8,95.225%, 
林口#3(註10),-,758.1,94.762%,新機組試俥
台中#1,550.0,516.8,93.964%, 
台中#2,550.0,522.3,94.964%, 
台中#3,550.0,0.0,0.000%,檢修
台中#4,550.0,0.0,0.000%,歲修
台中#5,550.0,520.0,94.545%, 
台中#6,550.0,511.9,93.073%, 
台中#7,550.0,500.2,90.945%,運轉限制
台中#8,550.0,533.5,97.000%, 
台中#9,550.0,492.4,89.527%,運轉限制
台中#10,550.0,523.3,95.145%, 
興達#1,500.0,475.9,95.180%, 
興達#2,500.0,459.4,91.880%, 
興達#3,550.0,510.6,92.836%, 
興達#4,550.0,524.8,95.418%, 
大林#1,800.0,757.0,94.625%, 
大林#2(註10),-,762.5,95.312%,新機組試俥
小計,10000.0(22.056%),9885.4(29.924%),,
汽電共生(Co-Gen)
汽電共生,623.2,1120.6,-, 
小計,623.2(1.374%),1120.6(3.392%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,597.9,92.190%, 
和平#2,648.6,603.3,93.023%, 
麥寮#1,600.0,569.2,94.867%, 
麥寮#2,600.0,566.1,94.350%, 
麥寮#3,600.0,570.4,95.067%, 
小計,3097.1(6.831%),2906.9(8.799%),,
燃氣(LNG)
大潭CC#1,742.7,663.1,89.282%, 
大潭CC#2,742.7,669.4,90.131%, 
大潭CC#3,724.7,666.2,91.928%, 
大潭CC#4,724.7,671.8,92.700%, 
大潭CC#5,724.7,629.5,86.864%, 
大潭CC#6,724.7,675.3,93.183%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,638.0,71.477%, 
通霄CC#3(註10),-,867.3,97.166%,新機組試俥
通霄CC#4,386.0,241.5,62.565%,部分檢修
通霄CC#5,386.0,356.3,92.306%, 
通霄CC#6,321.2,150.4,46.824%,部分檢修
興達CC#1,445.2,328.4,73.766%, 
興達CC#2,445.2,402.4,90.388%, 
興達CC#3,445.2,323.1,72.576%, 
興達CC#4,445.2,249.6,56.066%,部分檢修
興達CC#5,445.2,366.0,82.212%, 
南部CC#1,288.8,278.2,96.330%, 
南部CC#2,288.8,231.2,80.055%, 
南部CC#3,288.8,233.1,80.713%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,140.3,28.060%,運轉限制
大林#6,550.0,163.2,29.673%, 
小計,12256.4(27.032%),8944.3(27.075%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,395.4,87.867%, 
海湖#2,450.0,397.7,88.378%, 
新桃#1,600.0,599.6,99.933%, 
國光#1,480.0,203.2,42.333%, 
星彰#1,490.0,452.4,92.327%, 
星元#1,490.0,457.0,93.265%, 
嘉惠#1,670.0,664.1,99.119%, 
豐德#1,490.0,485.1,99.000%, 
豐德#2,490.0,473.2,96.571%, 
小計,4610.0(10.168%),4127.7(12.495%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,136.7,27.340%,環保限制
協和#4,500.0,148.7,29.740%,環保限制
小計,2000.0(4.411%),285.4(0.864%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,62.2,47.920%, 
金門塔山(註4),91.0,45.0,49.451%, 
馬祖珠山(註4),28.6,9.5,33.170%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),116.7(0.353%),,
水力(Hydro)
德基#1,78.0,48.5,62.179%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,43.9,56.282%, 
青山#1,92.0,45.0,48.913%, 
青山#2,92.0,44.5,48.370%, 
青山#3,92.0,44.0,47.826%, 
青山#4,92.0,45.2,49.130%, 
谷關#1,54.4,45.1,82.828%, 
谷關#2,54.4,44.8,82.277%, 
谷關#3,54.4,45.3,83.196%, 
谷關#4,54.4,44.6,81.910%, 
天輪#1,22.5,21.7,96.444%, 
天輪#2,22.5,20.7,92.000%, 
天輪#3,22.5,20.5,91.111%, 
天輪#4,22.5,20.4,90.667%, 
天輪#5,105.0,92.6,88.190%, 
馬鞍#1,66.7,62.2,93.197%, 
馬鞍#2,66.7,59.2,88.702%, 
卓蘭#1,40.0,0.0,0.000%, 
卓蘭#2,40.0,39.6,99.000%, 
萬大#1,10.4,9.0,86.957%, 
萬大#2,10.4,9.1,87.923%, 
萬大#3,15.3,12.5,81.699%, 
萬大#4,19.7,1.5,7.614%, 
松林#1&amp;2,20.9,11.0,52.632%, 
大觀一#1,22.0,7.6,34.545%, 
大觀一#2,22.0,7.4,33.636%, 
大觀一#3,22.0,5.8,26.364%, 
大觀一#4,22.0,7.8,35.455%, 
大觀一#5,22.0,7.8,35.455%, 
鉅工#1,21.8,11.9,54.713%, 
鉅工#2,21.8,11.7,53.793%, 
水里#1,12.8,9.6,75.294%, 
立霧#1&amp;#2,32.0,8.4,26.250%, 
龍澗#1,48.6,0.0,0.000%, 
龍澗#2,48.6,12.0,24.691%, 
碧海,61.2,21.7,35.458%,檢修
烏來&amp;桂山&amp;粗坑,40.5,43.1,106.420%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,28.0,51.282%, 
翡翠#1,70.0,71.2,101.714%, 
石門#1,45.0,24.5,54.444%, 
石門#2,45.0,30.5,67.778%, 
曾文#1,50.0,49.1,98.200%, 
義興#1,40.0,0.0,0.000%, 
名間,16.7,8.1,48.503%, 
嘉南西口、烏山頭和八田,22.5,7.1,31.603%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,1.3,65.657%, 
小計,2091.5(4.613%),1243.5(3.764%),,
風力(Wind)
石門,4.0,0.3,7.576%, 
林口,6.0,3.4,56.667%, 
蘆竹,7.2,5.6,77.778%, 
