機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,969.2,98.396%, 
核二#2,985.0,971.9,98.670%, 
核三#1,951.0,937.0,98.528%, 
核三#2,951.0,937.0,98.528%, 
小計,3872.0(8.540%),3815.1(11.223%),,
燃煤(Coal)
林口#1,800.0,753.6,94.200%, 
林口#2,800.0,760.7,95.088%, 
林口#3(註10),-,755.7,94.463%,新機組試俥
台中#1,550.0,520.4,94.618%, 
台中#2,550.0,519.7,94.491%, 
台中#3,550.0,496.6,90.291%,運轉限制
台中#4,550.0,0.0,0.000%,歲修
台中#5,550.0,518.9,94.345%, 
台中#6,550.0,511.9,93.073%, 
台中#7,550.0,495.3,90.055%,運轉限制
台中#8,550.0,532.0,96.727%, 
台中#9,550.0,495.0,90.000%,運轉限制
台中#10,550.0,524.0,95.273%, 
興達#1,500.0,476.5,95.300%, 
興達#2,500.0,480.9,96.180%, 
興達#3,550.0,519.1,94.382%,運轉限制
興達#4,550.0,512.5,93.182%, 
大林#1,800.0,759.4,94.925%, 
大林#2(註10),-,761.0,95.125%,新機組試俥
小計,10000.0(22.056%),10393.2(30.573%),,
汽電共生(Co-Gen)
汽電共生,623.2,1275.8,-, 
小計,623.2(1.374%),1275.8(3.753%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,605.9,93.424%, 
和平#2,648.6,601.9,92.807%, 
麥寮#1,600.0,566.7,94.450%, 
麥寮#2,600.0,567.2,94.533%, 
麥寮#3,600.0,572.3,95.383%, 
小計,3097.1(6.831%),2914.0(8.572%),,
燃氣(LNG)
大潭CC#1,742.7,726.7,97.846%, 
大潭CC#2,742.7,715.8,96.378%, 
大潭CC#3,724.7,661.7,91.307%, 
大潭CC#4,724.7,669.0,92.314%, 
大潭CC#5,724.7,642.4,88.644%, 
大潭CC#6,724.7,664.5,91.693%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,387.6,43.424%,部分檢修
通霄CC#3(註10),-,844.9,94.656%,新機組試俥
通霄CC#4,386.0,114.1,29.560%,部分檢修
通霄CC#5,386.0,394.6,102.228%, 
通霄CC#6,321.2,145.8,45.392%,部分檢修
興達CC#1,445.2,325.6,73.137%, 
興達CC#2,445.2,403.1,90.546%, 
興達CC#3,445.2,326.2,73.272%, 
興達CC#4,445.2,244.4,54.898%,部分檢修
興達CC#5,445.2,324.4,72.868%, 
南部CC#1,288.8,283.7,98.234%, 
南部CC#2,288.8,231.2,80.055%, 
南部CC#3,288.8,233.7,80.921%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,140.9,28.180%,運轉限制
大林#6,550.0,163.2,29.673%, 
小計,12256.4(27.032%),8643.5(25.426%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,394.6,87.689%, 
海湖#2,450.0,396.8,88.178%, 
新桃#1,600.0,599.1,99.850%, 
國光#1,480.0,392.5,81.771%, 
星彰#1,490.0,450.9,92.020%, 
星元#1,490.0,502.3,102.510%, 
嘉惠#1,670.0,661.8,98.776%, 
豐德#1,490.0,446.4,91.102%, 
豐德#2,490.0,444.5,90.714%, 
小計,4610.0(10.168%),4288.9(12.617%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,136.7,27.340%,環保限制
協和#4,500.0,128.9,25.780%,環保限制
小計,2000.0(4.411%),265.6(0.781%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,67.5,52.003%, 
金門塔山(註4),91.0,48.8,53.626%, 
馬祖珠山(註4),28.6,9.5,33.170%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),125.8(0.370%),,
水力(Hydro)
德基#1,78.0,68.9,88.333%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,63.5,81.410%, 
青山#1,92.0,45.9,49.891%, 
青山#2,92.0,45.4,49.348%, 
青山#3,92.0,46.0,50.000%, 
青山#4,92.0,45.7,49.674%, 
谷關#1,54.4,47.2,86.685%, 
谷關#2,54.4,47.1,86.501%, 
谷關#3,54.4,0.0,0.000%, 
谷關#4,54.4,47.4,87.052%, 
天輪#1,22.5,0.0,0.000%, 
天輪#2,22.5,19.1,84.889%, 
天輪#3,22.5,19.1,84.889%, 
天輪#4,22.5,18.8,83.556%, 
天輪#5,105.0,82.8,78.857%, 
馬鞍#1,66.7,49.3,73.869%, 
馬鞍#2,66.7,49.8,74.618%, 
卓蘭#1,40.0,24.3,60.750%, 
卓蘭#2,40.0,21.9,54.750%, 
萬大#1,10.4,9.0,86.957%, 
萬大#2,10.4,9.0,86.957%, 
萬大#3,15.3,10.9,71.242%, 
萬大#4,19.7,0.0,0.000%, 
松林#1&amp;2,20.9,8.9,42.584%, 
大觀一#1,22.0,8.0,36.364%, 
大觀一#2,22.0,5.9,26.818%, 
大觀一#3,22.0,5.4,24.545%, 
大觀一#4,22.0,6.0,27.273%, 
大觀一#5,22.0,7.0,31.818%, 
鉅工#1,21.8,7.4,34.023%, 
鉅工#2,21.8,8.3,38.161%, 
水里#1,12.8,7.8,61.176%, 
立霧#1&amp;#2,32.0,10.6,33.125%, 
龍澗#1,48.6,0.0,0.000%, 
龍澗#2,48.6,19.6,40.329%, 
碧海,61.2,0.0,0.000%,檢修
烏來&amp;桂山&amp;粗坑,40.5,19.0,46.914%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,27.0,49.451%, 
翡翠#1,70.0,71.4,102.000%, 
石門#1,45.0,25.0,55.556%, 
石門#2,45.0,30.2,67.111%, 
曾文#1,50.0,49.9,99.800%, 
義興#1,40.0,11.9,29.750%, 
名間,16.7,6.9,41.317%, 
嘉南西口、烏山頭和八田,22.5,6.9,30.713%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,1.4,70.707%, 
小計,2091.5(4.613%),1141.6(3.358%),,
風力(Wind)
石門,4.0,0.6,15.152%, 
林口,6.0,2.7,45.000%, 
蘆竹,7.2,3.5,48.611%, 
