機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,967.9,98.264%, 
核二#2,985.0,970.6,98.538%, 
核三#1,951.0,937.0,98.528%, 
核三#2,951.0,937.0,98.528%, 
小計,3872.0(8.540%),3812.5(10.700%),,
燃煤(Coal)
林口#1,800.0,758.8,94.850%, 
林口#2,800.0,766.6,95.825%, 
林口#3(註10),-,754.9,94.363%,新機組試俥
台中#1,550.0,520.7,94.673%, 
台中#2,550.0,521.1,94.745%, 
台中#3,550.0,507.9,92.345%,運轉限制
台中#4,550.0,0.0,0.000%,歲修
台中#5,550.0,520.2,94.582%, 
台中#6,550.0,513.4,93.345%, 
台中#7,550.0,493.2,89.673%,運轉限制
台中#8,550.0,532.2,96.764%, 
台中#9,550.0,489.5,89.000%,運轉限制
台中#10,550.0,523.5,95.182%, 
興達#1,500.0,480.3,96.060%, 
興達#2,500.0,479.6,95.920%, 
興達#3,550.0,513.7,93.400%,運轉限制
興達#4,550.0,524.0,95.273%, 
大林#1,800.0,755.5,94.438%, 
大林#2(註10),-,764.9,95.613%,新機組試俥
小計,10000.0(22.056%),10420.0(29.245%),,
汽電共生(Co-Gen)
汽電共生,623.2,1393.1,-, 
小計,623.2(1.374%),1393.1(3.910%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,606.1,93.455%, 
和平#2,648.6,602.4,92.884%, 
麥寮#1,600.0,569.3,94.883%, 
麥寮#2,600.0,566.8,94.467%, 
麥寮#3,600.0,571.1,95.183%, 
小計,3097.1(6.831%),2915.7(8.183%),,
燃氣(LNG)
大潭CC#1,742.7,723.3,97.388%, 
大潭CC#2,742.7,726.8,97.859%, 
大潭CC#3,724.7,668.7,92.273%, 
大潭CC#4,724.7,664.5,91.693%, 
大潭CC#5,724.7,666.9,92.024%, 
大潭CC#6,724.7,678.2,93.584%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,400.9,44.914%,部分檢修
通霄CC#3(註10),-,848.2,95.026%,新機組試俥
通霄CC#4,386.0,113.3,29.352%,部分檢修
通霄CC#5,386.0,395.9,102.565%, 
通霄CC#6,321.2,148.3,46.171%,部分檢修
興達CC#1,445.2,396.0,88.951%, 
興達CC#2,445.2,404.0,90.748%, 
興達CC#3,445.2,393.4,88.367%, 
興達CC#4,445.2,256.9,57.706%,部分檢修
興達CC#5,445.2,392.2,88.097%, 
南部CC#1,288.8,289.4,100.208%, 
南部CC#2,288.8,297.6,103.047%, 
南部CC#3,288.8,290.4,100.554%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,140.3,28.060%,運轉限制
大林#6,550.0,164.7,29.945%, 
小計,12256.4(27.032%),9059.9(25.428%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,445.7,99.044%, 
海湖#2,450.0,447.6,99.467%, 
新桃#1,600.0,599.6,99.933%, 
國光#1,480.0,449.8,93.708%, 
星彰#1,490.0,483.2,98.612%, 
星元#1,490.0,497.5,101.531%, 
嘉惠#1,670.0,684.9,102.224%, 
豐德#1,490.0,468.7,95.653%, 
豐德#2,490.0,454.6,92.776%, 
小計,4610.0(10.168%),4531.6(12.719%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,136.7,27.340%,環保限制
協和#4,500.0,128.9,25.780%,環保限制
小計,2000.0(4.411%),265.6(0.745%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,61.8,47.612%, 
金門塔山(註4),91.0,51.1,56.154%, 
馬祖珠山(註4),28.6,10.1,35.265%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),123.0(0.345%),,
水力(Hydro)
德基#1,78.0,66.1,84.744%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,68.8,88.205%, 
青山#1,92.0,49.0,53.261%, 
青山#2,92.0,45.2,49.130%, 
青山#3,92.0,46.0,50.000%, 
青山#4,92.0,45.5,49.457%, 
谷關#1,54.4,49.8,91.460%, 
谷關#2,54.4,49.8,91.460%, 
谷關#3,54.4,0.0,0.000%, 
谷關#4,54.4,49.9,91.644%, 
天輪#1,22.5,0.0,0.000%, 
天輪#2,22.5,19.1,84.889%, 
天輪#3,22.5,19.1,84.889%, 
天輪#4,22.5,18.8,83.556%, 
天輪#5,105.0,82.0,78.095%, 
馬鞍#1,66.7,50.5,75.667%, 
馬鞍#2,66.7,49.9,74.768%, 
卓蘭#1,40.0,26.2,65.500%, 
卓蘭#2,40.0,22.6,56.500%, 
萬大#1,10.4,9.0,86.957%, 
萬大#2,10.4,9.1,87.923%, 
萬大#3,15.3,5.0,32.680%, 
萬大#4,19.7,0.0,0.000%, 
松林#1&amp;2,20.9,9.1,43.541%, 
大觀一#1,22.0,9.0,40.909%, 
大觀一#2,22.0,9.1,41.364%, 
大觀一#3,22.0,8.9,40.455%, 
大觀一#4,22.0,9.5,43.182%, 
大觀一#5,22.0,9.1,41.364%, 
鉅工#1,21.8,10.2,46.897%, 
鉅工#2,21.8,10.5,48.276%, 
水里#1,12.8,6.7,52.549%, 
立霧#1&amp;#2,32.0,10.5,32.812%, 
龍澗#1,48.6,0.0,0.000%, 
龍澗#2,48.6,19.6,40.329%, 
碧海,61.2,0.0,0.000%,檢修
烏來&amp;桂山&amp;粗坑,40.5,18.4,45.432%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,27.0,49.451%, 
翡翠#1,70.0,71.3,101.857%, 
石門#1,45.0,25.6,56.889%, 
石門#2,45.0,30.7,68.222%, 
曾文#1,50.0,49.6,99.200%, 
義興#1,40.0,12.0,30.000%, 
名間,16.7,7.3,43.713%, 
嘉南西口、烏山頭和八田,22.5,6.8,30.268%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,1.4,70.707%, 
小計,2091.5(4.613%),1169.7(3.283%),,
風力(Wind)
石門,4.0,0.5,12.626%, 
林口,6.0,0.8,13.333%, 
蘆竹,7.2,1.4,19.444%, 
