機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,974.6,98.944%, 
核二#2,985.0,977.3,99.218%, 
核三#1,951.0,932.4,98.044%, 
核三#2,951.0,937.0,98.528%, 
小計,3872.0(8.540%),3821.3(11.187%),,
燃煤(Coal)
林口#1,800.0,749.5,93.688%, 
林口#2,800.0,754.0,94.250%, 
林口#3(註10),-,746.2,93.275%,新機組試俥
台中#1,550.0,0.0,0.000%,檢修
台中#2,550.0,517.1,94.018%, 
台中#3,550.0,499.5,90.818%,運轉限制
台中#4,550.0,0.0,0.000%,檢修
台中#5,550.0,519.5,94.455%, 
台中#6,550.0,514.3,93.509%,運轉限制
台中#7,550.0,501.7,91.218%,運轉限制
台中#8,550.0,411.7,74.855%,運轉限制
台中#9,550.0,493.7,89.764%,運轉限制
台中#10,550.0,501.4,91.164%,運轉限制
興達#1,500.0,474.0,94.800%, 
興達#2,500.0,474.6,94.920%, 
興達#3,550.0,514.4,93.527%, 
興達#4,550.0,516.3,93.873%, 
大林#1,800.0,757.0,94.625%, 
大林#2(註10),-,757.3,94.662%,新機組試俥
小計,10000.0(22.056%),9702.2(28.404%),,
汽電共生(Co-Gen)
汽電共生,623.2,1512.4,-, 
小計,623.2(1.374%),1512.4(4.428%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,598.7,92.314%, 
和平#2,648.6,596.1,91.913%, 
麥寮#1,600.0,563.9,93.983%, 
麥寮#2,600.0,566.5,94.417%, 
麥寮#3,600.0,569.6,94.933%, 
小計,3097.1(6.831%),2894.8(8.475%),,
燃氣(LNG)
大潭CC#1,742.7,468.1,63.027%,部分檢修
大潭CC#2,742.7,723.0,97.348%, 
大潭CC#3,724.7,668.8,92.286%, 
大潭CC#4,724.7,662.0,91.348%, 
大潭CC#5,724.7,653.6,90.189%, 
大潭CC#6,724.7,673.5,92.935%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,723.3,81.033%, 
通霄CC#2,892.6,368.6,41.295%,電源線限制
通霄CC#3(註10),-,779.5,87.329%,新機組試俥
通霄CC#4,386.0,0.0,0.000%,歲修
通霄CC#5,386.0,266.5,69.041%,電源線限制
通霄CC#6,321.2,150.4,46.824%,部分檢修
興達CC#1,445.2,391.3,87.895%, 
興達CC#2,445.2,402.0,90.299%, 
興達CC#3,445.2,396.3,89.018%, 
興達CC#4,445.2,380.5,85.469%, 
興達CC#5,445.2,387.2,86.974%, 
南部CC#1,288.8,284.4,98.476%, 
南部CC#2,288.8,273.8,94.806%, 
南部CC#3,288.8,287.8,99.654%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,399.5,79.900%,運轉限制
大林#6,550.0,535.3,97.327%, 
小計,12256.4(27.032%),9875.4(28.911%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,444.7,98.822%, 
海湖#2,450.0,448.3,99.622%, 
新桃#1,600.0,640.8,106.800%, 
國光#1,480.0,441.9,92.062%, 
星彰#1,490.0,495.2,101.061%, 
星元#1,490.0,514.2,104.939%, 
嘉惠#1,670.0,688.0,102.687%, 
豐德#1,490.0,491.2,100.245%, 
豐德#2,490.0,479.1,97.776%, 
小計,4610.0(10.168%),4643.4(13.594%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,136.7,27.340%,環保限制
協和#4,500.0,127.6,25.520%,環保限制
小計,2000.0(4.411%),264.3(0.774%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,71.2,54.854%, 
金門塔山(註4),91.0,50.0,54.945%, 
馬祖珠山(註4),28.6,9.3,32.472%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),130.5(0.382%),,
水力(Hydro)
德基#1,78.0,0.0,0.000%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,0.0,0.000%, 
青山#1,92.0,10.2,11.087%, 
青山#2,92.0,7.6,8.261%, 
青山#3,92.0,14.4,15.652%, 
青山#4,92.0,0.0,0.000%, 
谷關#1,54.4,0.0,0.000%, 
谷關#2,54.4,0.0,0.000%, 
谷關#3,54.4,34.6,63.545%, 
谷關#4,54.4,0.0,0.000%, 
天輪#1,22.5,7.7,34.222%, 
天輪#2,22.5,7.7,34.222%, 
天輪#3,22.5,7.7,34.222%, 
天輪#4,22.5,7.7,34.222%, 
天輪#5,105.0,0.0,0.000%, 
馬鞍#1,66.7,33.3,49.895%, 
馬鞍#2,66.7,0.0,0.000%, 
卓蘭#1,40.0,18.1,45.250%, 
卓蘭#2,40.0,29.2,73.000%, 
萬大#1,10.4,0.0,0.000%, 
萬大#2,10.4,0.0,0.000%, 
萬大#3,15.3,1.2,7.843%, 
萬大#4,19.7,20.2,102.538%, 
松林#1&amp;2,20.9,7.1,33.971%, 
大觀一#1,22.0,7.9,35.909%, 
大觀一#2,22.0,8.8,40.000%, 
大觀一#3,22.0,7.9,35.909%, 
大觀一#4,22.0,9.5,43.182%, 
大觀一#5,22.0,0.0,0.000%,檢修
鉅工#1,21.8,10.5,48.276%, 
鉅工#2,21.8,11.5,52.874%, 
水里#1,12.8,10.7,83.922%, 
立霧#1&amp;#2,32.0,16.0,50.000%, 
龍澗#1,48.6,0.0,0.000%, 
龍澗#2,48.6,20.4,41.975%, 
碧海,61.2,14.1,23.039%, 
烏來&amp;桂山&amp;粗坑,40.5,25.7,63.457%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,31.0,56.777%, 
翡翠#1,70.0,0.0,0.000%, 
石門#1,45.0,22.1,49.111%, 
石門#2,45.0,0.0,0.000%, 
曾文#1,50.0,49.2,98.400%, 
義興#1,40.0,33.0,82.500%, 
名間,16.7,8.0,47.904%, 
嘉南西口、烏山頭和八田,22.5,0.0,0.000%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,0.0,0.000%, 
小計,2091.5(4.613%),522.0(1.528%),,
風力(Wind)
石門,4.0,0.5,12.626%, 
林口,6.0,0.1,1.667%, 
