機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核一#2,636.0,0.0,0.000%,歲修逾排程
核二#1,985.0,837.9,85.066%,運轉限制
核二#2,985.0,971.9,98.670%, 
核三#1,951.0,934.7,98.286%, 
核三#2,951.0,940.4,98.885%, 
小計,4508.0(9.805%),3684.9(12.792%),,
燃煤(Coal)
林口#1,800.0,753.5,94.188%, 
林口#2,800.0,758.1,94.762%, 
林口#3(註10),-,0.0,0.000%, 
台中#1,550.0,282.9,51.436%,環保限制
台中#2,550.0,286.7,52.127%,環保限制
台中#3,550.0,435.6,79.200%,測試運轉 
台中#4,550.0,0.0,0.000%,檢修
台中#5,550.0,523.5,95.182%, 
台中#6,550.0,506.0,92.000%, 
台中#7,550.0,510.4,92.800%, 
台中#8,550.0,185.2,33.673%,運轉限制
台中#9,550.0,483.4,87.891%,運轉限制
台中#10,550.0,499.0,90.727%, 
興達#1,500.0,475.2,95.040%, 
興達#2,500.0,445.5,89.100%, 
興達#3,550.0,516.0,93.818%, 
興達#4,550.0,517.8,94.145%, 
大林#1,800.0,757.9,94.738%, 
大林#2(註10),-,763.4,95.425%,新機組試俥
小計,10000.0(21.751%),8700.1(30.202%),,
汽電共生(Co-Gen)
汽電共生,623.2,630.9,-, 
小計,623.2(1.355%),630.9(2.190%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,0.0,0.000%,故障
和平#2,648.6,560.1,86.362%, 
麥寮#1,600.0,420.9,70.150%,運轉限制
麥寮#2,600.0,566.3,94.383%, 
麥寮#3,600.0,571.4,95.233%, 
小計,3097.1(6.736%),2118.7(7.355%),,
燃氣(LNG)
大潭CC#1,742.7,485.5,65.370%,部分檢修
大潭CC#2,742.7,758.0,102.060%, 
大潭CC#3,724.7,678.7,93.653%, 
大潭CC#4,724.7,630.3,86.974%, 
大潭CC#5,724.7,620.2,85.580%, 
大潭CC#6,724.7,686.9,94.784%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,676.8,75.823%, 
通霄CC#2,892.6,288.0,32.265%,電源線限制
通霄CC#3(註10),-,729.4,81.716%,新機組試俥
通霄CC#4,386.0,0.0,0.000%,歲修
通霄CC#5,386.0,101.2,26.218%,電源線限制
通霄CC#6,321.2,90.2,28.082%,部分檢修
興達CC#1,445.2,348.6,78.304%, 
興達CC#2,445.2,421.7,94.724%, 
興達CC#3,445.2,336.1,75.496%, 
興達CC#4,445.2,364.1,81.785%, 
興達CC#5,445.2,370.9,83.313%, 
南部CC#1,288.8,299.0,103.532%, 
南部CC#2,288.8,300.8,104.155%, 
南部CC#3,288.8,292.4,101.247%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,398.2,79.640%,運轉限制
大林#6,550.0,435.9,79.255%,運轉限制
小計,12256.4(26.658%),9312.9(32.329%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,0.0,0.000%,檢修
海湖#2,450.0,447.0,99.333%, 
新桃#1,600.0,0.0,0.000%,檢修
國光#1,480.0,392.0,81.667%, 
星彰#1,490.0,496.6,101.347%, 
星元#1,490.0,459.3,93.735%, 
嘉惠#1,670.0,0.0,0.000%,檢修
豐德#1,490.0,433.6,88.490%, 
豐德#2,490.0,444.4,90.694%, 
小計,4610.0(10.027%),2672.9(9.279%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,139.2,27.840%,環保限制
協和#4,500.0,132.7,26.540%,環保限制
小計,2000.0(4.350%),271.9(0.944%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,71.2,54.854%, 
金門塔山(註4),91.0,44.5,48.901%, 
馬祖珠山(註4),28.6,9.1,31.774%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.244%),124.8(0.433%),,
水力(Hydro)
德基#1,78.0,0.0,0.000%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,0.0,0.000%, 
青山#1,92.0,6.1,6.630%, 
青山#2,92.0,0.0,0.000%, 
青山#3,92.0,0.0,0.000%, 
青山#4,92.0,5.6,6.087%, 
谷關#1,54.4,31.6,58.035%, 
谷關#2,54.4,32.2,59.137%, 
谷關#3,54.4,0.0,0.000%, 
谷關#4,54.4,0.0,0.000%, 
天輪#1,22.5,16.2,72.000%, 
天輪#2,22.5,16.9,75.111%, 
天輪#3,22.5,16.3,72.444%, 
天輪#4,22.5,16.4,72.889%, 
天輪#5,105.0,0.0,0.000%,檢修
馬鞍#1,66.7,60.8,91.100%, 
馬鞍#2,66.7,0.0,0.000%, 
卓蘭#1,40.0,0.0,0.000%, 
卓蘭#2,40.0,25.3,63.250%, 
萬大#1,10.4,9.0,86.957%, 
萬大#2,10.4,9.0,86.957%, 
萬大#3,15.3,4.9,32.026%, 
萬大#4,19.7,0.0,0.000%, 
松林#1&amp;2,20.9,7.6,36.364%, 
大觀一#1,22.0,8.6,39.091%, 
大觀一#2,22.0,6.6,30.000%, 
大觀一#3,22.0,6.1,27.727%, 
大觀一#4,22.0,5.5,25.000%, 
大觀一#5,22.0,0.0,0.000%,檢修
鉅工#1,21.8,10.7,49.195%, 
鉅工#2,21.8,10.9,50.115%, 
水里#1,12.8,9.5,74.510%, 
立霧#1&amp;#2,32.0,15.4,48.125%, 
龍澗#1,48.6,16.5,33.951%, 
龍澗#2,48.6,0.0,0.000%, 
碧海,61.2,5.7,9.314%, 
烏來&amp;桂山&amp;粗坑,40.5,18.6,45.926%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,41.0,75.092%, 
翡翠#1,70.0,0.0,0.000%, 
石門#1,45.0,44.8,99.556%, 
石門#2,45.0,0.0,0.000%, 
曾文#1,50.0,0.0,0.000%, 
義興#1,40.0,19.6,49.000%, 
名間,16.7,11.7,70.060%, 
嘉南西口、烏山頭和八田,22.5,0.0,0.000%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,1.0,50.505%, 
小計,2091.5(4.549%),518.1(1.799%),,
風力(Wind)
