機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,971.9,98.670%, 
核二#2,985.0,974.6,98.944%, 
核三#1,951.0,941.5,99.001%, 
核三#2,951.0,944.9,99.359%, 
小計,3872.0(8.540%),3832.9(14.778%),,
燃煤(Coal)
林口#1,800.0,755.3,94.412%,運轉限制
林口#2,800.0,756.9,94.613%, 
林口#3(註10),-,763.3,95.412%,新機組試俥
台中#1,550.0,0.0,0.000%,檢修
台中#2,550.0,519.9,94.527%, 
台中#3,550.0,500.4,90.982%,運轉限制
台中#4,550.0,0.0,0.000%,檢修
台中#5,550.0,518.6,94.291%, 
台中#6,550.0,510.2,92.764%,運轉限制
台中#7,550.0,502.6,91.382%,運轉限制
台中#8,550.0,531.2,96.582%, 
台中#9,550.0,496.3,90.236%,運轉限制
台中#10,550.0,504.8,91.782%, 
興達#1,500.0,481.5,96.300%, 
興達#2,500.0,425.2,85.040%,運轉限制
興達#3,550.0,363.6,66.109%,運轉限制
興達#4,550.0,520.9,94.709%, 
大林#1,800.0,757.9,94.738%, 
大林#2(註10),-,763.4,95.425%,新機組試俥
小計,10000.0(22.056%),9672.0(37.291%),,
汽電共生(Co-Gen)
汽電共生,623.2,390.1,-, 
小計,623.2(1.374%),390.1(1.504%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,602.2,92.853%, 
和平#2,648.6,604.2,93.162%, 
麥寮#1,600.0,565.7,94.283%, 
麥寮#2,600.0,567.8,94.633%, 
麥寮#3,600.0,572.3,95.383%, 
小計,3097.1(6.831%),2912.2(11.228%),,
燃氣(LNG)
大潭CC#1,742.7,467.0,62.879%,部分檢修
大潭CC#2,742.7,662.2,89.161%, 
大潭CC#3,724.7,307.9,42.487%,部分檢修
大潭CC#4,724.7,659.3,90.976%, 
大潭CC#5,724.7,611.3,84.352%, 
大潭CC#6,724.7,633.2,87.374%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,715.0,80.103%, 
通霄CC#2,892.6,390.9,43.793%,電源線限制
通霄CC#3(註10),-,711.1,79.666%,新機組試俥
通霄CC#4,386.0,0.0,0.000%,歲修
通霄CC#5,386.0,225.7,58.472%,電源線限制
通霄CC#6,321.2,115.8,36.052%,部分檢修
興達CC#1,445.2,325.3,73.070%, 
興達CC#2,445.2,402.3,90.366%, 
興達CC#3,445.2,326.0,73.227%, 
興達CC#4,445.2,365.2,82.032%, 
興達CC#5,445.2,322.7,72.486%, 
南部CC#1,288.8,230.9,79.952%, 
南部CC#2,288.8,232.7,80.575%, 
南部CC#3,288.8,235.1,81.406%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,139.6,27.920%,運轉限制
大林#6,550.0,164.7,29.945%, 
小計,12256.4(27.032%),8243.9(31.784%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,0.0,0.000%,合約限制
海湖#2,450.0,0.0,0.000%,檢修
新桃#1,600.0,54.3,9.050%, 
國光#1,480.0,0.0,0.000%,檢修
星彰#1,490.0,0.0,0.000%,合約限制
星元#1,490.0,0.0,0.000%,合約限制
嘉惠#1,670.0,0.0,0.000%,合約限制
豐德#1,490.0,0.0,0.000%,合約限制
豐德#2,490.0,0.0,0.000%,檢修
小計,4610.0(10.168%),54.3(0.209%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,135.4,27.080%,環保限制
協和#4,500.0,129.5,25.900%,環保限制
小計,2000.0(4.411%),264.9(1.021%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,56.5,43.529%, 
金門塔山(註4),91.0,41.5,45.604%, 
馬祖珠山(註4),28.6,8.1,28.282%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),106.1(0.409%),,
水力(Hydro)
德基#1,78.0,0.0,0.000%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,0.0,0.000%, 
青山#1,92.0,0.0,0.000%, 
青山#2,92.0,0.0,0.000%, 
青山#3,92.0,0.0,0.000%, 
青山#4,92.0,0.0,0.000%, 
谷關#1,54.4,0.0,0.000%, 
谷關#2,54.4,14.9,27.365%, 
谷關#3,54.4,0.0,0.000%, 
谷關#4,54.4,0.0,0.000%, 
天輪#1,22.5,5.1,22.667%, 
天輪#2,22.5,5.2,23.111%, 
天輪#3,22.5,5.0,22.222%, 
天輪#4,22.5,5.0,22.222%, 
天輪#5,105.0,0.0,0.000%, 
馬鞍#1,66.7,28.6,42.853%, 
馬鞍#2,66.7,0.0,0.000%, 
卓蘭#1,40.0,24.8,62.000%, 
卓蘭#2,40.0,40.1,100.250%, 
萬大#1,10.4,0.0,0.000%, 
萬大#2,10.4,0.0,0.000%, 
萬大#3,15.3,6.3,41.176%, 
萬大#4,19.7,20.2,102.538%, 
松林#1&amp;2,20.9,8.1,38.756%, 
大觀一#1,22.0,14.0,63.636%, 
大觀一#2,22.0,14.3,65.000%, 
大觀一#3,22.0,13.7,62.273%, 
大觀一#4,22.0,13.3,60.455%, 
大觀一#5,22.0,0.0,0.000%,檢修
鉅工#1,21.8,12.9,59.310%, 
鉅工#2,21.8,12.6,57.931%, 
水里#1,12.8,5.6,43.922%, 
立霧#1&amp;#2,32.0,15.2,47.500%, 
龍澗#1,48.6,0.0,0.000%, 
龍澗#2,48.6,6.0,12.346%, 
碧海,61.2,28.4,46.405%, 
烏來&amp;桂山&amp;粗坑,40.5,15.7,38.765%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,26.0,47.619%, 
翡翠#1,70.0,0.0,0.000%, 
石門#1,45.0,0.0,0.000%, 
石門#2,45.0,0.0,0.000%, 
曾文#1,50.0,49.2,98.400%, 
義興#1,40.0,36.5,91.250%, 
名間,16.7,14.4,86.228%, 
嘉南西口、烏山頭和八田,22.5,4.5,20.030%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,1.1,55.556%, 
小計,2091.5(4.613%),472.7(1.822%),,
風力(Wind)
石門,4.0,0.0,0.000%, 
