機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,973.2,98.802%, 
核二#2,985.0,974.6,98.944%, 
核三#1,951.0,943.8,99.243%, 
核三#2,951.0,943.8,99.243%, 
小計,3872.0(8.513%),3835.4(12.853%),,
燃煤(Coal)
林口#1,800.0,755.4,94.425%, 
林口#2,800.0,759.5,94.938%, 
林口#3(註10),-,758.9,94.863%,新機組試俥
台中#1,550.0,520.8,94.691%, 
台中#2,550.0,520.7,94.673%, 
台中#3,550.0,483.0,87.818%,運轉限制
台中#4,550.0,0.0,0.000%,歲修
台中#5,550.0,513.7,93.400%, 
台中#6,550.0,445.0,80.909%,運轉限制
台中#7,550.0,468.1,85.109%,運轉限制
台中#8,550.0,530.2,96.400%, 
台中#9,550.0,501.8,91.236%,運轉限制
台中#10,550.0,499.9,90.891%,運轉限制
興達#1,500.0,477.1,95.420%, 
興達#2,500.0,238.4,47.680%,運轉限制
興達#3,550.0,517.5,94.091%, 
興達#4,550.0,519.4,94.436%, 
大林#1,800.0,757.9,94.738%, 
大林#2(註10),-,764.9,95.613%,新機組試俥
小計,10000.0(21.986%),10032.2(33.619%),,
汽電共生(Co-Gen)
汽電共生,623.2,518.6,-, 
小計,623.2(1.370%),518.6(1.738%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,603.9,93.115%, 
和平#2,648.6,606.5,93.516%, 
麥寮#1,600.0,565.1,94.183%, 
麥寮#2,600.0,567.6,94.600%, 
麥寮#3,600.0,569.1,94.850%, 
小計,3097.1(6.809%),2912.2(9.759%),,
燃氣(LNG)
大潭CC#1,742.7,480.9,64.750%,部分檢修
大潭CC#2,742.7,738.9,99.488%, 
大潭CC#3,724.7,512.3,70.691%,部分檢修
大潭CC#4,724.7,607.2,83.786%, 
大潭CC#5,724.7,326.2,45.012%,部分檢修
大潭CC#6,724.7,670.5,92.521%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,828.0,92.763%, 
通霄CC#3(註10),-,749.4,83.957%,新機組試俥
通霄CC#4,386.0,0.0,0.000%,檢修
通霄CC#5,386.0,215.9,55.933%,電源線限制
通霄CC#6,321.2,149.0,46.389%,部分檢修
興達CC#1,445.2,361.7,81.246%, 
興達CC#2,445.2,400.6,89.984%, 
興達CC#3,445.2,325.0,73.003%, 
興達CC#4,445.2,261.6,58.761%,部分檢修
興達CC#5,445.2,385.5,86.592%, 
南部CC#1,288.8,273.4,94.668%, 
南部CC#2,288.8,229.8,79.571%, 
南部CC#3,288.8,232.5,80.506%, 
南部CC#4,251.4,28.5,11.337%,測試運轉 
大林#5,500.0,142.2,28.440%,運轉限制
大林#6,550.0,164.7,29.945%, 
小計,12256.4(26.946%),8083.8(27.090%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,0.0,0.000%,檢修
海湖#2,450.0,0.0,0.000%,合約限制
新桃#1,600.0,603.9,100.650%, 
國光#1,480.0,0.0,0.000%,合約限制
星彰#1,490.0,0.0,0.000%,合約限制
星元#1,490.0,0.0,0.000%,合約限制
嘉惠#1,670.0,663.9,99.090%, 
豐德#1,490.0,0.0,0.000%,合約限制
豐德#2,490.0,0.0,0.000%,合約限制
小計,4610.0(10.135%),1267.8(4.249%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,135.4,27.080%,環保限制
協和#4,500.0,129.5,25.900%,環保限制
小計,2000.0(4.397%),264.9(0.888%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,60.9,46.918%, 
金門塔山(註4),91.0,48.9,53.736%, 
馬祖珠山(註4),28.6,10.5,36.662%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.258%),120.3(0.403%),,
水力(Hydro)
德基#1,78.0,29.2,37.436%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,30.9,39.615%, 
青山#1,92.0,33.5,36.413%, 
青山#2,92.0,33.5,36.413%, 
青山#3,92.0,33.0,35.870%, 
青山#4,92.0,33.2,36.087%, 
谷關#1,54.4,52.3,96.051%, 
谷關#2,54.4,51.0,93.664%, 
谷關#3,54.4,50.4,92.562%, 
谷關#4,54.4,52.1,95.684%, 
天輪#1,22.5,22.3,99.111%, 
天輪#2,22.5,22.7,100.889%, 
天輪#3,22.5,22.3,99.111%, 
天輪#4,22.5,22.1,98.222%, 
天輪#5,105.0,105.0,100.000%, 
馬鞍#1,66.7,65.1,97.543%, 
馬鞍#2,66.7,65.5,98.142%, 
卓蘭#1,40.0,40.4,101.000%, 
卓蘭#2,40.0,40.0,100.000%, 
萬大#1,10.4,8.9,85.990%, 
萬大#2,10.4,8.9,85.990%, 
萬大#3,15.3,0.0,0.000%, 
萬大#4,19.7,20.1,102.030%, 
松林#1&amp;2,20.9,0.0,0.000%, 
大觀一#1,22.0,3.0,13.636%, 
大觀一#2,22.0,4.8,21.818%, 
大觀一#3,22.0,4.1,18.636%, 
大觀一#4,22.0,4.2,19.091%, 
大觀一#5,22.0,3.1,14.091%, 
鉅工#1,21.8,8.7,40.000%, 
鉅工#2,21.8,9.5,43.678%, 
水里#1,12.8,2.0,15.686%, 
立霧#1&amp;#2,32.0,15.8,49.375%, 
龍澗#1,48.6,16.5,33.951%, 
龍澗#2,48.6,15.8,32.510%, 
碧海,61.2,28.3,46.242%, 
烏來&amp;桂山&amp;粗坑,40.5,31.4,77.531%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,40.0,73.260%, 
翡翠#1,70.0,71.4,102.000%, 
石門#1,45.0,0.0,0.000%, 
石門#2,45.0,44.1,98.000%, 
曾文#1,50.0,49.5,99.000%, 
義興#1,40.0,38.4,96.000%, 
名間,16.7,14.7,88.024%, 
嘉南西口、烏山頭和八田,22.5,4.1,18.250%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,0.0,0.000%, 
小計,2091.5(4.598%),1262.8(4.232%),,
風力(Wind)
石門,4.0,0.8,20.202%, 
