機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,969.2,98.396%, 
核二#2,985.0,970.6,98.538%, 
核三#1,951.0,932.4,98.044%, 
核三#2,951.0,935.8,98.402%, 
小計,3872.0(8.540%),3808.0(10.886%),,
燃煤(Coal)
林口#1,800.0,750.9,93.863%, 
林口#2,800.0,759.2,94.900%, 
林口#3(註10),-,757.3,94.662%,新機組試俥
台中#1,550.0,517.0,94.000%, 
台中#2,550.0,527.9,95.982%, 
台中#3,550.0,527.5,95.909%, 
台中#4,550.0,0.0,0.000%,檢修
台中#5,550.0,514.7,93.582%, 
台中#6,550.0,514.5,93.545%,運轉限制
台中#7,550.0,498.8,90.691%,運轉限制
台中#8,550.0,533.3,96.964%, 
台中#9,550.0,492.3,89.509%,運轉限制
台中#10,550.0,522.1,94.927%, 
興達#1,500.0,470.8,94.160%, 
興達#2,500.0,479.6,95.920%, 
興達#3,550.0,517.5,94.091%, 
興達#4,550.0,525.5,95.545%, 
大林#1,800.0,759.4,94.925%, 
大林#2(註10),-,763.4,95.425%,新機組試俥
小計,10000.0(22.056%),10431.7(29.822%),,
汽電共生(Co-Gen)
汽電共生,623.2,1548.8,-, 
小計,623.2(1.374%),1548.8(4.428%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,0.0,0.000%,檢修
和平#2,648.6,600.5,92.591%, 
麥寮#1,600.0,566.5,94.417%, 
麥寮#2,600.0,568.7,94.783%, 
麥寮#3,600.0,569.9,94.983%, 
小計,3097.1(6.831%),2305.6(6.591%),,
燃氣(LNG)
大潭CC#1,742.7,718.7,96.769%, 
大潭CC#2,742.7,642.6,86.522%, 
大潭CC#3,724.7,660.5,91.141%, 
大潭CC#4,724.7,666.9,92.024%, 
大潭CC#5,724.7,619.5,85.484%, 
大潭CC#6,724.7,630.2,86.960%, 
大潭CC#7,600.0,397.1,66.183%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,862.4,96.617%,電源線限制
通霄CC#3(註10),-,863.3,96.717%,新機組試俥
通霄CC#4,386.0,199.7,51.736%,部分歲修
通霄CC#5,386.0,324.9,84.171%,電源線限制
通霄CC#6,321.2,149.8,46.638%,部分檢修
興達CC#1,445.2,326.0,73.227%, 
興達CC#2,445.2,0.0,0.000%,故障
興達CC#3,445.2,327.4,73.542%, 
興達CC#4,445.2,343.2,77.091%, 
興達CC#5,445.2,325.0,73.003%, 
南部CC#1,288.8,259.7,89.924%, 
南部CC#2,288.8,271.1,93.871%, 
南部CC#3,288.8,286.9,99.342%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,396.9,79.380%,運轉限制
大林#6,550.0,531.4,96.618%, 
小計,12256.4(27.032%),9803.2(28.026%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,446.6,99.244%, 
海湖#2,450.0,450.7,100.156%, 
新桃#1,600.0,647.7,107.950%, 
國光#1,480.0,460.5,95.938%, 
星彰#1,490.0,497.4,101.510%, 
星元#1,490.0,519.0,105.918%, 
嘉惠#1,670.0,683.9,102.075%, 
豐德#1,490.0,505.0,103.061%, 
豐德#2,490.0,493.6,100.735%, 
小計,4610.0(10.168%),4704.4(13.449%),,
燃油(Oil)
協和#1,500.0,127.6,25.520%,運轉限制
協和#2,500.0,0.0,0.000%,運轉限制
協和#3,500.0,134.1,26.820%,環保限制
協和#4,500.0,237.4,47.480%,環保限制
小計,2000.0(4.411%),499.1(1.427%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,66.8,51.464%, 
金門塔山(註4),91.0,47.0,51.648%, 
馬祖珠山(註4),28.6,10.2,35.615%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),124.0(0.354%),,
水力(Hydro)
德基#1,78.0,0.0,0.000%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,55.8,71.538%, 
青山#1,92.0,25.3,27.500%, 
青山#2,92.0,29.6,32.174%, 
青山#3,92.0,30.6,33.261%, 
青山#4,92.0,30.0,32.609%, 
谷關#1,54.4,28.1,51.607%, 
谷關#2,54.4,0.0,0.000%, 
谷關#3,54.4,28.3,51.974%, 
谷關#4,54.4,28.1,51.607%, 
天輪#1,22.5,0.0,0.000%, 
天輪#2,22.5,19.4,86.222%, 
天輪#3,22.5,19.3,85.778%, 
天輪#4,22.5,19.3,85.778%, 
天輪#5,105.0,77.9,74.190%, 
馬鞍#1,66.7,52.0,77.914%, 
馬鞍#2,66.7,49.0,73.419%, 
卓蘭#1,40.0,40.3,100.750%, 
卓蘭#2,40.0,39.9,99.750%, 
萬大#1,10.4,0.0,0.000%, 
萬大#2,10.4,0.0,0.000%, 
萬大#3,15.3,0.0,0.000%, 
萬大#4,19.7,20.1,102.030%, 
松林#1&amp;2,20.9,6.9,33.014%, 
大觀一#1,22.0,12.3,55.909%, 
大觀一#2,22.0,13.1,59.545%, 
大觀一#3,22.0,13.2,60.000%, 
大觀一#4,22.0,11.9,54.091%, 
大觀一#5,22.0,0.0,0.000%,檢修
鉅工#1,21.8,5.7,26.207%, 
鉅工#2,21.8,5.5,25.287%, 
水里#1,12.8,4.2,32.941%, 
立霧#1&amp;#2,32.0,12.2,38.125%, 
龍澗#1,48.6,20.5,42.181%, 
龍澗#2,48.6,0.0,0.000%, 
碧海,61.2,28.3,46.242%, 
烏來&amp;桂山&amp;粗坑,40.5,12.9,31.852%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,28.0,51.282%, 
翡翠#1,70.0,0.0,0.000%, 
石門#1,45.0,0.0,0.000%, 
石門#2,45.0,45.1,100.222%, 
曾文#1,50.0,49.8,99.600%, 
義興#1,40.0,31.9,79.750%, 
名間,16.7,7.3,43.713%, 
嘉南西口、烏山頭和八田,22.5,7.0,31.158%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,1.2,60.606%, 
小計,2091.5(4.613%),936.0(2.676%),,
風力(Wind)
石門,4.0,0.9,22.727%, 
林口,6.0,0.5,8.333%, 
蘆竹,7.2,2.0,27.778%, 
