機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,974.6,98.944%, 
核二#2,985.0,977.3,99.218%, 
核三#1,951.0,940.4,98.885%, 
核三#2,951.0,939.2,98.759%, 
小計,3872.0(8.513%),3831.5(13.873%),,
燃煤(Coal)
林口#1,800.0,754.3,94.287%, 
林口#2,800.0,758.3,94.787%, 
林口#3(註10),-,756.6,94.575%,新機組試俥
台中#1,550.0,0.0,0.000%,環保限制
台中#2,550.0,524.3,95.327%, 
台中#3,550.0,508.1,92.382%, 
台中#4,550.0,0.0,0.000%,歲修
台中#5,550.0,513.6,93.382%, 
台中#6,550.0,507.0,92.182%,運轉限制
台中#7,550.0,489.6,89.018%,運轉限制
台中#8,550.0,531.2,96.582%, 
台中#9,550.0,494.4,89.891%,運轉限制
台中#10,550.0,508.8,92.509%,運轉限制
興達#1,500.0,0.0,0.000%,檢修
興達#2,500.0,475.2,95.040%, 
興達#3,550.0,514.4,93.527%, 
興達#4,550.0,519.4,94.436%, 
大林#1,800.0,757.9,94.738%, 
大林#2(註10),-,766.4,95.800%,新機組試俥
小計,10000.0(21.986%),9379.5(33.962%),,
汽電共生(Co-Gen)
汽電共生,623.2,750.4,-, 
小計,623.2(1.370%),750.4(2.717%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,569.5,87.811%, 
和平#2,648.6,568.0,87.580%, 
麥寮#1,600.0,566.5,94.417%, 
麥寮#2,600.0,565.7,94.283%, 
麥寮#3,600.0,573.1,95.517%, 
小計,3097.1(6.809%),2842.8(10.293%),,
燃氣(LNG)
大潭CC#1,742.7,630.6,84.906%, 
大潭CC#2,742.7,678.6,91.369%, 
大潭CC#3,724.7,659.0,90.934%, 
大潭CC#4,724.7,668.9,92.300%, 
大潭CC#5,724.7,597.7,82.476%, 
大潭CC#6,724.7,616.3,85.042%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,701.3,78.568%, 
通霄CC#3(註10),-,633.9,71.017%,新機組試俥
通霄CC#4,386.0,118.9,30.803%,電源線限制
通霄CC#5,386.0,267.9,69.404%,電源線限制
通霄CC#6,321.2,98.1,30.542%,部分檢修
興達CC#1,445.2,367.7,82.594%, 
興達CC#2,445.2,401.9,90.276%, 
興達CC#3,445.2,381.0,85.581%, 
興達CC#4,445.2,326.5,73.339%, 
興達CC#5,445.2,213.3,47.912%,部分檢修
南部CC#1,288.8,235.6,81.579%, 
南部CC#2,288.8,236.0,81.717%, 
南部CC#3,288.8,242.0,83.795%, 
南部CC#4,251.4,0.0,0.000%,檢修
大林#5,500.0,337.5,67.500%,運轉限制
大林#6,550.0,388.1,70.564%, 
小計,12256.4(26.946%),8800.8(31.867%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,0.0,0.000%,合約限制
海湖#2,450.0,0.0,0.000%,合約限制
新桃#1,600.0,0.0,0.000%, 
國光#1,480.0,0.0,0.000%,合約限制
星彰#1,490.0,457.1,93.286%, 
星元#1,490.0,456.6,93.184%, 
嘉惠#1,670.0,0.0,0.000%,合約限制
豐德#1,490.0,0.0,0.000%,合約限制
豐德#2,490.0,0.0,0.000%,合約限制
小計,4610.0(10.135%),913.7(3.308%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,0.0,0.000%,環保限制
協和#4,500.0,127.6,25.520%,環保限制
小計,2000.0(4.397%),127.6(0.462%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,62.8,48.382%, 
金門塔山(註4),91.0,41.3,45.385%, 
馬祖珠山(註4),28.6,8.3,28.980%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.258%),112.4(0.407%),,
水力(Hydro)
德基#1,78.0,63.1,80.897%, 
德基#2,78.0,58.0,74.359%, 
德基#3,78.0,60.9,78.077%, 
青山#1,92.0,87.8,95.435%, 
青山#2,92.0,88.8,96.522%, 
青山#3,92.0,94.2,102.391%, 
青山#4,92.0,92.7,100.761%, 
谷關#1,54.4,53.1,97.521%, 
谷關#2,54.4,51.8,95.133%, 
谷關#3,54.4,51.0,93.664%, 
谷關#4,54.4,52.6,96.602%, 
天輪#1,22.5,22.5,100.000%, 
天輪#2,22.5,22.5,100.000%, 
天輪#3,22.5,22.3,99.111%, 
天輪#4,22.5,22.5,100.000%, 
天輪#5,105.0,104.3,99.333%, 
馬鞍#1,66.7,65.3,97.842%, 
馬鞍#2,66.7,65.6,98.292%, 
卓蘭#1,40.0,40.6,101.500%, 
卓蘭#2,40.0,40.1,100.250%, 
萬大#1,10.4,9.1,87.923%, 
萬大#2,10.4,9.0,86.957%, 
萬大#3,15.3,2.3,15.033%, 
萬大#4,19.7,20.1,102.030%, 
松林#1&amp;2,20.9,0.0,0.000%,水文限制
大觀一#1,22.0,4.2,19.091%, 
大觀一#2,22.0,2.9,13.182%, 
大觀一#3,22.0,2.7,12.273%, 
大觀一#4,22.0,3.7,16.818%, 
大觀一#5,22.0,4.1,18.636%, 
鉅工#1,21.8,7.0,32.184%, 
鉅工#2,21.8,7.0,32.184%, 
水里#1,12.8,0.0,0.002%, 
立霧#1&amp;#2,32.0,14.5,45.312%, 
龍澗#1,48.6,20.5,42.181%, 
龍澗#2,48.6,0.0,0.000%, 
碧海,61.2,47.9,78.268%, 
烏來&amp;桂山&amp;粗坑,40.5,36.5,90.123%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,44.0,80.586%, 
翡翠#1,70.0,0.0,0.000%, 
石門#1,45.0,24.5,54.444%, 
石門#2,45.0,30.1,66.889%, 
曾文#1,50.0,49.6,99.200%, 
義興#1,40.0,38.3,95.750%, 
名間,16.7,14.3,85.629%, 
嘉南西口、烏山頭和八田,22.5,4.0,17.805%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,0.0,0.000%, 
小計,2091.5(4.598%),1588.0(5.750%),,
風力(Wind)
石門,4.0,0.4,10.101%, 
林口,6.0,0.5,8.333%, 
