機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,969.2,98.396%, 
核二#2,985.0,973.2,98.802%, 
核三#1,951.0,792.5,83.333%,測試運轉 
核三#2,951.0,938.1,98.644%, 
小計,3872.0(8.540%),3673.0(15.294%),,
燃煤(Coal)
林口#1,800.0,682.9,85.363%, 
林口#2,800.0,759.9,94.988%, 
林口#3(註10),-,756.9,94.613%,新機組試俥
台中#1,550.0,525.7,95.582%, 
台中#2,550.0,523.0,95.091%, 
台中#3,550.0,496.7,90.309%,運轉限制
台中#4,550.0,0.0,0.000%,檢修
台中#5,550.0,521.6,94.836%, 
台中#6,550.0,517.2,94.036%,運轉限制
台中#7,550.0,500.4,90.982%,運轉限制
台中#8,550.0,533.7,97.036%, 
台中#9,550.0,490.1,89.109%,運轉限制
台中#10,550.0,523.8,95.236%, 
興達#1,500.0,264.4,52.880%,運轉限制
興達#2,500.0,481.5,96.300%, 
興達#3,550.0,522.1,94.927%, 
興達#4,550.0,525.5,95.545%, 
大林#1,800.0,757.0,94.625%, 
大林#2(註10),-,764.9,95.613%,新機組試俥
小計,10000.0(22.056%),10147.3(42.253%),,
汽電共生(Co-Gen)
汽電共生,623.2,557.8,-, 
小計,623.2(1.374%),557.8(2.322%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,0.0,0.000%,檢修
和平#2,648.6,578.9,89.261%, 
麥寮#1,600.0,567.2,94.533%, 
麥寮#2,600.0,567.9,94.650%, 
麥寮#3,600.0,570.4,95.067%, 
小計,3097.1(6.831%),2284.4(9.512%),,
燃氣(LNG)
大潭CC#1,742.7,520.6,70.096%, 
大潭CC#2,742.7,656.1,88.340%, 
大潭CC#3,724.7,637.2,87.926%, 
大潭CC#4,724.7,621.0,85.691%, 
大潭CC#5,724.7,352.4,48.627%, 
大潭CC#6,724.7,563.6,77.770%, 
大潭CC#7,600.0,0.0,0.000%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,756.0,84.696%, 
通霄CC#3(註10),-,759.7,85.111%,新機組試俥
通霄CC#4,386.0,235.3,60.959%,部分檢修
通霄CC#5,386.0,376.0,97.409%, 
通霄CC#6,321.2,0.0,0.000%,檢修
興達CC#1,445.2,325.8,73.182%, 
興達CC#2,445.2,400.8,90.029%, 
興達CC#3,445.2,326.1,73.250%, 
興達CC#4,445.2,328.4,73.766%, 
興達CC#5,445.2,323.9,72.755%, 
南部CC#1,288.8,230.9,79.952%, 
南部CC#2,288.8,109.7,37.985%,部分檢修
南部CC#3,288.8,231.7,80.229%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,140.3,28.060%,運轉限制
大林#6,550.0,164.7,29.945%, 
小計,12256.4(27.032%),8060.2(33.562%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,0.0,0.000%,合約限制
海湖#2,450.0,0.0,0.000%,檢修
新桃#1,600.0,0.0,0.000%,合約限制
國光#1,480.0,0.0,0.000%,合約限制
星彰#1,490.0,0.0,0.000%,合約限制
星元#1,490.0,0.0,0.000%,檢修
嘉惠#1,670.0,0.0,0.000%,合約限制
豐德#1,490.0,0.0,0.000%,合約限制
豐德#2,490.0,0.0,0.000%,檢修
小計,4610.0(10.168%),0.0(0.000%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,0.0,0.000%,環保限制
協和#3,500.0,135.4,27.080%,環保限制
協和#4,500.0,127.6,25.520%,環保限制
小計,2000.0(4.411%),263.0(1.095%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,58.1,44.761%, 
金門塔山(註4),91.0,34.4,37.802%, 
馬祖珠山(註4),28.6,7.5,26.187%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),100.0(0.416%),,
水力(Hydro)
德基#1,78.0,0.0,0.000%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,0.0,0.000%, 
青山#1,92.0,0.0,0.000%, 
青山#2,92.0,0.0,0.000%, 
青山#3,92.0,0.0,0.000%, 
青山#4,92.0,0.0,0.000%, 
谷關#1,54.4,19.4,35.629%, 
谷關#2,54.4,0.0,0.000%, 
谷關#3,54.4,0.0,0.000%, 
谷關#4,54.4,0.0,0.000%, 
天輪#1,22.5,0.0,0.000%, 
天輪#2,22.5,0.0,0.000%, 
天輪#3,22.5,5.8,25.778%, 
天輪#4,22.5,0.0,0.000%, 
天輪#5,105.0,8.4,8.000%, 
馬鞍#1,66.7,23.3,34.912%, 
馬鞍#2,66.7,0.0,0.000%, 
卓蘭#1,40.0,25.1,62.750%, 
卓蘭#2,40.0,0.0,0.000%, 
萬大#1,10.4,0.0,0.000%, 
萬大#2,10.4,0.0,0.000%, 
萬大#3,15.3,6.6,43.137%, 
萬大#4,19.7,5.2,26.396%, 
松林#1&amp;2,20.9,2.9,13.876%, 
大觀一#1,22.0,13.1,59.545%, 
大觀一#2,22.0,10.4,47.273%, 
大觀一#3,22.0,10.9,49.545%, 
大觀一#4,22.0,7.6,34.545%, 
大觀一#5,22.0,10.4,47.273%, 
鉅工#1,21.8,9.6,44.138%, 
鉅工#2,21.8,10.0,45.977%, 
水里#1,12.8,0.0,0.002%, 
立霧#1&amp;#2,32.0,12.9,40.312%, 
龍澗#1,48.6,0.0,0.000%, 
龍澗#2,48.6,0.0,0.000%, 
碧海,61.2,4.8,7.843%, 
烏來&amp;桂山&amp;粗坑,40.5,12.2,30.123%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,28.0,51.282%, 
翡翠#1,70.0,0.0,0.000%, 
石門#1,45.0,0.0,0.000%, 
石門#2,45.0,0.0,0.000%, 
曾文#1,50.0,49.4,98.800%, 
義興#1,40.0,32.8,82.000%, 
名間,16.7,8.0,47.904%, 
嘉南西口、烏山頭和八田,22.5,6.8,30.268%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,0.0,0.000%, 
小計,2091.5(4.613%),349.6(1.456%),,
風力(Wind)
石門,4.0,0.1,2.525%, 
林口,6.0,0.0,0.000%, 
