機組名稱,裝置容量,淨發電量,淨發電量/裝置容量比(%),備註

核能(Nuclear)
核二#1,985.0,966.5,98.122%, 
核二#2,985.0,971.9,98.670%, 
核三#1,951.0,933.5,98.160%, 
核三#2,951.0,938.1,98.644%, 
小計,3872.0(8.540%),3810.0(10.664%),,
燃煤(Coal)
林口#1,800.0,750.6,93.825%, 
林口#2,800.0,758.8,94.850%,運轉限制
林口#3(註10),-,757.5,94.688%,新機組試俥
台中#1,550.0,520.5,94.636%, 
台中#2,550.0,520.8,94.691%, 
台中#3,550.0,486.9,88.527%,運轉限制
台中#4,550.0,0.0,0.000%,檢修
台中#5,550.0,518.3,94.236%, 
台中#6,550.0,510.8,92.873%,運轉限制
台中#7,550.0,501.4,91.164%,運轉限制
台中#8,550.0,531.3,96.600%, 
台中#9,550.0,496.1,90.200%,運轉限制
台中#10,550.0,523.1,95.109%, 
興達#1,500.0,477.8,95.560%, 
興達#2,500.0,476.5,95.300%, 
興達#3,550.0,518.3,94.236%, 
興達#4,550.0,510.1,92.745%, 
大林#1,800.0,757.9,94.738%, 
大林#2(註10),-,763.4,95.425%,新機組試俥
小計,10000.0(22.056%),10380.1(29.052%),,
汽電共生(Co-Gen)
汽電共生,623.2,1465.5,-, 
小計,623.2(1.374%),1465.5(4.102%),,
民營電廠-燃煤(IPP-Coal)
和平#1,648.6,0.0,0.000%,故障
和平#2,648.6,597.6,92.144%, 
麥寮#1,600.0,568.8,94.800%, 
麥寮#2,600.0,567.0,94.500%, 
麥寮#3,600.0,570.4,95.067%, 
小計,3097.1(6.831%),2303.8(6.448%),,
燃氣(LNG)
大潭CC#1,742.7,721.3,97.119%, 
大潭CC#2,742.7,728.4,98.075%, 
大潭CC#3,724.7,665.1,91.776%, 
大潭CC#4,724.7,657.9,90.782%, 
大潭CC#5,724.7,669.3,92.355%, 
大潭CC#6,724.7,680.0,93.832%, 
大潭CC#7,600.0,288.5,48.083%, 
通霄CC#1,892.6,0.0,0.000%,歲修
通霄CC#2,892.6,790.8,88.595%,電源線限制
通霄CC#3(註10),-,867.0,97.132%,新機組試俥
通霄CC#4,386.0,97.2,25.181%,部分歲修
通霄CC#5,386.0,324.9,84.171%,電源線限制
通霄CC#6,321.2,149.6,46.575%,部分檢修
興達CC#1,445.2,368.6,82.796%, 
興達CC#2,445.2,0.0,0.000%,故障
興達CC#3,445.2,408.6,91.781%, 
興達CC#4,445.2,387.8,87.109%, 
興達CC#5,445.2,391.8,88.007%, 
南部CC#1,288.8,292.3,101.212%, 
南部CC#2,288.8,300.4,104.017%, 
南部CC#3,288.8,291.0,100.762%, 
南部CC#4,251.4,0.0,0.000%,歲修
大林#5,500.0,397.6,79.520%,運轉限制
大林#6,550.0,531.4,96.618%, 
小計,12256.4(27.032%),10009.5(28.015%),,
民營電廠-燃氣(IPP-LNG)
海湖#1,450.0,445.6,99.022%, 
海湖#2,450.0,448.5,99.667%, 
新桃#1,600.0,642.9,107.150%, 
國光#1,480.0,450.5,93.854%, 
星彰#1,490.0,496.6,101.347%, 
星元#1,490.0,518.8,105.878%, 
嘉惠#1,670.0,683.2,101.970%, 
豐德#1,490.0,486.8,99.347%, 
豐德#2,490.0,476.0,97.143%, 
小計,4610.0(10.168%),4648.9(13.012%),,
燃油(Oil)
協和#1,500.0,0.0,0.000%,環保限制
協和#2,500.0,281.9,56.380%,運轉限制
協和#3,500.0,134.8,26.960%,環保限制
協和#4,500.0,211.2,42.240%,環保限制
小計,2000.0(4.411%),627.9(1.757%),,
輕油(Diesel)
核一Gas1,-,0.0,0.000%, 
核一Gas2,-,0.0,0.000%, 
核二Gas1,-,0.0,0.000%, 
核二Gas2,-,0.0,0.000%, 
核三Gas1,-,0.0,0.000%, 
核三Gas2,-,0.0,0.000%, 
台中Gas1&amp;2,140.0,0.0,0.000%, 
台中Gas3&amp;4,140.0,0.0,0.000%, 
澎湖尖山(註4),129.8,69.2,53.313%, 
金門塔山(註4),91.0,48.6,53.407%, 
馬祖珠山(註4),28.6,10.7,37.360%, 
離島其他(註4),42.7,N/A,N/A, 
小計(註5),572.1(1.262%),128.5(0.360%),,
水力(Hydro)
德基#1,78.0,28.1,36.026%, 
德基#2,78.0,0.0,0.000%, 
德基#3,78.0,31.3,40.128%, 
青山#1,92.0,15.4,16.739%, 
青山#2,92.0,15.4,16.739%, 
青山#3,92.0,17.1,18.587%, 
青山#4,92.0,16.4,17.826%, 
谷關#1,54.4,0.0,0.000%, 
谷關#2,54.4,0.0,0.000%, 
谷關#3,54.4,27.2,49.954%, 
谷關#4,54.4,27.6,50.689%, 
天輪#1,22.5,0.0,0.000%, 
天輪#2,22.5,0.0,0.000%, 
天輪#3,22.5,4.7,20.889%, 
天輪#4,22.5,0.0,0.000%, 
天輪#5,105.0,52.0,49.524%, 
馬鞍#1,66.7,47.7,71.471%, 
馬鞍#2,66.7,0.0,0.000%, 
卓蘭#1,40.0,18.8,47.000%, 
卓蘭#2,40.0,0.0,0.000%, 
萬大#1,10.4,0.0,0.000%, 
萬大#2,10.4,0.0,0.000%, 
萬大#3,15.3,0.0,0.000%, 
萬大#4,19.7,20.1,102.030%, 
松林#1&amp;2,20.9,7.7,36.842%, 
大觀一#1,22.0,7.4,33.636%, 
大觀一#2,22.0,7.6,34.545%, 
大觀一#3,22.0,7.3,33.182%, 
大觀一#4,22.0,7.4,33.636%, 
大觀一#5,22.0,0.0,0.000%,檢修
鉅工#1,21.8,6.8,31.264%, 
鉅工#2,21.8,6.5,29.885%, 
水里#1,12.8,2.8,21.961%, 
立霧#1&amp;#2,32.0,12.1,37.813%, 
龍澗#1,48.6,11.3,23.251%, 
龍澗#2,48.6,0.0,0.000%, 
碧海,61.2,4.9,8.007%, 
烏來&amp;桂山&amp;粗坑,40.5,12.8,31.605%, 
北部小水力(註6),26.6,N/A,N/A, 
中部小水力(註6),9.8,N/A,N/A, 
南部小水力(註6),7.2,N/A,N/A, 
東部小水力(註6),54.6,28.0,51.282%, 
翡翠#1,70.0,71.2,101.714%, 
石門#1,45.0,0.0,0.000%, 
石門#2,45.0,45.1,100.222%, 
曾文#1,50.0,0.0,0.000%, 
義興#1,40.0,19.0,47.500%, 
名間,16.7,0.0,0.000%, 
嘉南西口、烏山頭和八田,22.5,6.9,30.713%, 
后里示範,0.1,N/A,N/A, 
卑南,2.0,1.3,65.657%, 
小計,2091.5(4.613%),613.9(1.718%),,
風力(Wind)
石門,4.0,0.2,5.051%, 
林口,6.0,0.2,3.333%, 
